id,rate_unemployment,percent_college,percent_married,median_income,percent_lunch,percent_multiling,state,zip_code,school_type,school_level,average_act
480741000008,0.0215613382899628,0.555474452554744,0.673712021136063,53060.0,0.227699530516432,0.12329034779210629,TX,79363,Regular School,High,20.6898656898657
341059005250,0.0543024227234754,0.444376528117359,0.913687436159346,31685.0,0.808035714285714,0.3453756580708486,NY,11211,Regular School,High,14.6092796092796
173660003768,0.0520208083233293,0.446792452830189,0.753395282344532,46484.0,0.312925170068027,0.052125800815375656,IN,46501,Regular School,High,21.2100122100122
422385005271,0.0773514851485149,0.720480668756531,0.694444444444444,65878.0,0.262910798122066,0.2882364975450082,TX,77498,Regular School,High,21.984126984127
481956001810,0.0578606775789874,0.563553370786517,0.80133779264214,76220.0,0.221820809248555,0.038879904295620195,WA,98391,Regular School,High,20.7387057387057
170402000088,0.0644078144078144,0.901704545454545,0.485185185185185,64153.0,0.86455798864558,0.28312142359641096,IL,60625,Regular School,High,17.0
262355006032,0.053870529651426,0.764507675028079,0.833865814696486,63617.0,0.248206599713056,0.02165371518379464,MO,65742,Regular School,High,22.8
174198004202,0.0411797440178075,0.692004504504504,0.783403656821378,53878.0,0.46518668012109,0.04231812895722962,IN,46774,Regular School,High,19.8693528693529
262118005840,0.0826552462526767,0.524437548487199,0.872740419378163,45017.0,0.577639751552795,0.03210754360626597,MO,65672,Regular School,High,20.0
470014801186,0.0902801798685576,0.275321417372217,0.486732673267327,21000.0,0.822510822510823,0.1545499411563722,TX,77033,Regular School,High,16.7582417582418
341002001732,0.0955816050495942,0.537196554424432,0.313253012048193,62411.0,0.611353711790393,0.0899935345899438,NY,11413,Regular School,High,17.5641025641026
250001301782,0.0492700729927007,0.786729857819905,0.876666666666667,126250.0,0.0741626794258373,0.03893351182507809,MA,01590,Regular School,High,22.8144078144078
370039000116,0.0631051752921536,0.570628500311139,0.67827868852459,41691.0,0.419411764705882,0.012103195668329972,OH,43130,Regular School,High,22.0
481527001075,0.106264348966874,0.714649681528662,0.684174153420871,86289.0,0.262362637362637,0.2101418257569272,WA,98031,Regular School,High,23.9377289377289
262112005781,0.169425511197663,0.451289398280802,0.664814814814815,31250.0,0.350230414746544,0.02761795166858458,MO,65767,Regular School,High,21.8
390449001829,0.0841736080666374,0.58853553199843,0.736298649722002,58219.0,0.189169675090253,0.08558289167061929,PA,17601,Regular School,High,21.4224664224664
,0.116675839295542,0.785548865215377,0.438297872340426,52393.0,0.91820580474934,0.32485125733502157,IL,60608,Regular School,High,16.2
251191001951,0.125786163522013,0.574530732425469,0.538867924528302,33684.0,0.348108108108108,0.020490244035001902,MI,49735,Regular School,High,20.7
180937001531,0.0905874026893135,0.580425531914894,0.452261306532663,29267.0,0.299386503067485,0.015934065934065933,KY,40422,Regular School,High,21.6
,0.107308048103608,0.543165467625899,0.649883810999225,48472.0,0.367041198501873,0.041403286978508216,LA,70669,Regular School,High,19.1
100108000111,0.0931768158473955,0.303550295857988,0.689839572192513,37917.0,0.354623450905624,0.05851035791471193,DE,19963,Regular School,High,17.2905982905983
480894012013,0.104270109235353,0.392693014705882,0.711191335740072,52131.0,0.553359683794466,0.1428932087856602,TX,76084,Regular School,High,19.4444444444444
120144001447,0.108333333333333,0.457021276595745,0.340939597315436,30571.0,0.788732394366197,0.08369287159711351,FL,33404,Regular School,High,17.1733821733822
250930001485,0.0995415848068107,0.505077498663816,0.728018757327081,48093.0,0.357843137254902,0.002378270121416948,MI,48429,Regular School,High,19.0
390466002609,0.118621603711067,0.580545229244114,0.350762527233115,39375.0,0.45362220717671,0.037942382905656775,PA,17701,Regular School,High,21.4957264957265
171734002050,0.0842696629213483,0.599399849962491,0.727047146401985,44524.0,0.49079754601227,0.010896898575020955,IL,62442,Regular School,High,19.4
481965005870,0.092372288313506,0.767950693374422,0.530526315789474,37396.0,0.316508313539192,0.0643282594308405,WA,98403,Regular School,High,22.4725274725275
390485803305,0.0520585233072474,0.426916221033868,0.684139784946237,41924.0,0.215355805243446,0.029311894537101767,PA,17356,Regular School,High,21.7887667887668
261425005068,0.069126213592233,0.788453608247423,0.398454746136865,25104.0,0.180824639841033,0.06097059812455636,MO,65203,Regular School,High,24.3
173519003681,0.233409610983982,0.278867102396514,0.424329501915709,22625.0,0.836120401337793,0.13200706516686808,IN,46222,Regular School,High,18.6141636141636
360008405187,0.0643928256395178,0.639902676399027,0.864531373063796,70911.0,0.218705035971223,0.049845429923672475,NC,27520,Regular School,High,19.957264957265
172253002510,0.0583637311099531,0.742926239419589,0.914553472987872,91083.0,0.384728882331243,0.262403196234573,IL,60074,Regular School,High,21.3
483219003570,0.0643300798580302,0.644939965694683,0.605893186003683,29527.0,0.250960307298335,0.04423649510846448,WI,54481,Regular School,High,22.9
370405002882,0.0276961812840957,0.65876052027544,0.794331395348837,59931.0,0.166089965397924,0.05805384268311024,OH,43064,Regular School,High,23.0
,0.094606542882405,0.795256916996047,0.75046904315197,62917.0,0.303735024665257,0.03341565445290056,MI,48081,Regular School,High,20.0
420555002191,0.1010025993316,0.350533195734434,0.617647058823529,50464.0,0.512328767123288,0.0,TN,37332,Regular School,High,18.6
422262003376,0.0466128029832194,0.463853871880628,0.568047337278107,49625.0,0.309178743961353,0.004916631038905515,TX,75839,Regular School,High,22.2283272283272
421629005242,0.0590858416945373,0.482203652120087,0.419833729216152,50734.0,0.356502242152466,0.09202504531224254,TX,78611,Regular School,High,20.5189255189255
360009205531,0.139528795811518,0.52759331348752,0.583,44392.0,0.374149659863946,0.035755230725136145,NC,28023,Regular School,High,19.6153846153846
263639007223,0.11993410214168,0.633769322235434,0.601274787535411,70244.0,0.23771676300578,0.10033189222236778,NJ,08081,Regular School,High,21.3247863247863
,0.0394126738794436,0.886733633529616,0.971881759192502,94949.0,0.130538922155689,0.05359452966180004,TN,37922,Regular School,High,24.6
420408004818,0.0564395822973645,0.651848491721479,0.710173697270471,51603.0,0.228351955307263,0.06064654658236908,TN,37043,Regular School,High,21.3
260390004081,0.107536764705882,0.701492537313433,0.743467933491686,39848.0,0.162037037037037,0.018782469694951377,MI,49866,Regular School,High,20.4
390505403980,0.278449144008056,0.337236533957845,0.0394349617422013,23835.0,0.835489833641405,0.02897803202588329,TN,38109,Regular School,High,14.5
173210003360,0.067859021567596,0.487493347525279,0.800475059382423,59663.0,0.211303462321792,0.266489597166888,IL,60185,Regular School,High,19.1
390494703608,0.0767441860465116,0.371720764784349,0.75094816687737,46066.0,0.253886010362694,0.02461799660441426,PA,17938,Regular School,High,20.7142857142857
341197001746,0.0976744186046512,0.388625592417062,0.737732656514382,38708.0,0.69740376007162,0.23003258087037468,NY,11214,Regular School,High,19.1514041514042
483012010505,0.0563492063492064,0.752773375594295,0.855513307984791,50859.0,0.375609756097561,0.02900041135335253,WI,53581,Regular School,High,22.0
,0.0684803001876173,0.486693548387097,0.590975254730713,40289.0,0.277227722772277,0.030975173165226865,OH,44875,Regular School,High,22.0
,0.0657578187650361,0.639901173563928,0.756818181818182,47332.0,0.547995139732685,0.022823556352810963,TN,38024,Regular School,High,21.7
120156001667,0.0744360902255639,0.509180790960452,0.490806223479491,45455.0,0.302107728337237,0.09632064913262452,FL,34231,Regular School,High,23.009768009768
220003000019,0.0816720257234727,0.424046920821114,0.469879518072289,36857.0,0.556745182012848,0.05518541797611565,LA,70392,Regular School,High,17.3
,0.0659369298931457,0.532207907596624,0.725288831835687,44470.0,0.396166134185303,0.022036799315361573,IL,62239,Regular School,High,18.5
370345001440,0.140112620072872,0.515952980688497,0.447724477244772,29226.0,0.0929705215419501,0.042231290421927935,OH,45840,Regular School,High,23.0
481830001668,0.0367071524966262,0.917611663966674,0.772540983606557,73058.0,0.332988624612203,0.08169893816364772,WA,98116,Regular School,High,19.9084249084249
390443601292,0.0536559705418201,0.427664399092971,0.742152466367713,52295.0,0.336507936507937,0.04258578431372549,PA,18834,Regular School,High,21.0561660561661
180394000663,0.0720894371626831,0.551737451737452,0.359307359307359,33344.0,0.498840675720437,0.0823650473781246,IN,46268,Regular School,High,20.1965811965812
,0.100354789660416,0.686131386861314,0.577565632458234,57207.0,0.128293241695304,0.09040740139587729,WA,98388,Regular School,High,22.5213675213675
420678000777,0.163475011676787,0.423116263211729,0.720706260032103,37614.0,0.374617737003058,0.014105724459052315,TN,37058,Regular School,High,19.4
170993001086,0.116937598321972,0.501926782273603,0.522439585730725,41909.0,0.418732782369146,0.0035052578868302454,IL,61883,Regular School,High,18.1
420930002027,0.113837375178317,0.397517101596149,0.818466353677621,57037.0,0.392857142857143,0.15110591237771162,TX,76009,Regular School,High,19.2735042735043
170597000278,0.139240506329114,0.467680608365019,0.4325,34509.0,0.953626634958383,0.31964356829948226,IL,60623,Regular School,High,16.0
220045000311,0.0754087420754087,0.854068396226415,0.818671454219031,90739.0,0.0511395219566426,0.1311584352816795,MA,01810,Regular School,High,25.1343101343101
130255001123,0.0779458963778083,0.373605355435129,0.608035714285714,35518.0,0.501510574018127,0.0015006002400960385,GA,31096,Regular School,High,17.9059829059829
130093003688,0.11046511627907,0.726388325901905,0.806835637480799,79679.0,0.25408687529192,0.11678470605715417,GA,30152,Regular School,High,23.3760683760684
390454702230,0.0360415394013439,0.817294281729428,0.911614730878187,106494.0,0.0993377483443709,0.04020307354555434,PA,15057,Regular School,High,24.9389499389499
,0.0802987861811391,0.941682600382409,0.835585585585586,107353.0,0.142659279778393,0.09511337274564095,MA,01907,Regular School,High,23.0830280830281
421950003216,0.14030131826742,0.497757847533632,0.32996632996633,21111.0,0.231868131868132,0.12068443367655966,TX,75201,Regular School,High,23.4004884004884
130219000937,0.129051839261867,0.7553316147176,0.848110644603606,60291.0,0.302166476624857,0.08089474490577601,GA,30052,Regular School,High,21.1538461538462
120009000039,0.0813953488372093,0.647002551020408,0.396911898274296,48778.0,0.35583596214511,0.07704369642483797,FL,32407,Regular School,High,23.2783882783883
470129000388,0.0502559329920893,0.569667077681874,0.80659945004583,66191.0,0.23082145281738,0.26763268744734625,TX,77494,Regular School,High,22.3504273504273
120015000104,0.15568570034163,0.677446451070979,0.580099502487562,37185.0,0.217478318879253,0.08634111818825195,FL,32953,Regular School,High,22.3504273504273
420014500944,0.0727403673028448,0.53447827218319,0.533227006911217,35333.0,0.74247491638796,0.014838709677419355,TN,38343,Regular School,High,15.9
340264001346,0.209129511677282,0.453301127214171,0.49384236453202,30330.0,0.875338753387534,0.36467944520507173,NY,10457,Regular School,High,15.4151404151404
170855000486,0.0555555555555556,0.821685173089484,0.805996472663139,76488.0,0.463080684596577,0.2584361300846162,IL,60618,Regular School,High,24.4
250264000164,0.124410933081998,0.656210258584146,0.385777777777778,45455.0,0.647465437788018,0.03551388068517425,MI,48225,Regular School,High,16.0
360007800592,0.217413185707096,0.938983050847458,0.872340425531915,25104.0,0.232558139534884,0.041773617192611606,NC,27401,Regular School,High,20.1526251526252
,0.051828119110441,0.677957446808511,0.870773351188483,87083.0,0.154913728432108,0.07749835634451019,TX,76247,Regular School,High,21.3980463980464
292370001421,0.046681664791901,0.933438155136268,0.96767874632713,163068.0,0.0270562770562771,0.10764452601115268,NJ,07446,Regular School,High,22.7411477411477
390448901762,0.0519197207678883,0.369356032568468,0.791423001949318,48138.0,0.353658536585366,0.024691358024691357,PA,16130,Regular School,High,21.3736263736264
482391011266,0.09,0.53133514986376,0.672182006204757,45044.0,0.745098039215686,0.11059720869847452,WI,53220,Regular School,High,15.6
360012105721,0.0721975934135529,0.585730088495575,0.672374429223744,42042.0,0.435018050541516,0.014200180151539236,OH,43725,Regular School,High,20.0
,0.0620573355817875,0.846024823884602,0.887445887445887,70515.0,0.130990415335463,0.030253164556962024,MI,48640,Regular School,High,23.0
390656804135,0.0812407680945347,0.377318494965554,0.714285714285714,42930.0,0.428571428571429,0.027053455019556714,TN,37180,Regular School,High,18.9
482364009273,0.0446516192345437,0.571644422059934,0.705408515535098,56280.0,0.176207513416816,0.016082354886720687,WI,54130,Regular School,High,21.8
370001100433,0.116684841875682,0.427331887201735,0.573076923076923,27823.0,0.25251256281407,0.03534532791642484,OH,44622,Regular School,High,22.0
,0.0544682857816553,0.643496357960458,0.6038104543234,46554.0,0.364757709251101,0.06558798035249928,FL,32615,Regular School,High,22.6678876678877
422583004704,0.0398089171974522,0.47363328495404,0.800889877641824,47579.0,0.556985294117647,0.019941298342541436,TX,75647,Regular School,High,20.2747252747253
120018000231,0.126924521216673,0.64776357827476,0.836990595611285,45954.0,0.200581395348837,0.23952657436355515,FL,33314,Regular School,High,26.5506715506715
170993005075,0.104215456674473,0.525619834710744,0.578207381370826,23882.0,0.449720670391061,0.00744975744975745,IL,62930,Regular School,High,18.0
470051000153,0.107705053852527,0.336334405144695,0.506201550387597,30293.0,0.432448036951501,0.12415040401388525,TX,77320,Regular School,High,20.8852258852259
290651000168,0.169437340153453,0.342657342657343,0.375,47649.0,0.804504504504505,0.34689119170984456,NJ,07202,Regular School,High,13.3638583638584
470018000039,0.0876695048880479,0.590036014405762,0.623220153340635,66273.0,0.251655629139073,0.04777415852334419,TX,75459,Regular School,High,22.1794871794872
180002100319,0.0502857142857143,0.75099963649582,0.571836346336822,39051.0,0.495210727969349,0.03248491629040636,IN,47715,Regular School,High,20.4896214896215
120087002325,0.107708836959441,0.393955321944809,0.742130750605327,39489.0,0.494675186368477,0.05088581908998673,FL,32958,Regular School,High,21.959706959707
260543004199,0.196986006458558,0.419822723609992,0.598814229249012,34744.0,0.426470588235294,0.012238237693772096,MI,49765,Regular School,High,18.9
390469702728,0.0505140813589629,0.51934583167132,0.759731543624161,50469.0,0.235836627140975,0.017487046632124352,PA,18801,Regular School,High,21.7399267399267
390491703512,0.047438330170778,0.410453497309762,0.738636363636364,47344.0,0.286407766990291,0.00791765637371338,PA,16930,Regular School,High,19.0537240537241
370180002769,0.0473066298342541,0.476435045317221,0.710622710622711,42845.0,0.213058419243986,0.014890166592952971,OH,43713,Regular School,High,20.0
470222000743,0.056682769726248,0.931629013079667,0.935516888433982,75697.0,0.0458666666666667,0.15480711218369592,TX,78750,Regular School,High,24.4505494505495
210264000564,0.0746606334841629,0.656727828746177,0.589779985805536,49427.0,0.364532019704433,0.03169453456451211,LA,70634,Regular School,High,20.1
220180001390,0.0524672079950031,0.724002248454188,0.852359208523592,60721.0,0.186,0.019017980636237896,MA,01360,Regular School,High,21.6910866910867
170930000538,0.193729903536977,0.336697909156453,0.579500657030223,28649.0,0.957983193277311,0.21627283280184664,IL,60617,Regular School,High,16.6
390488303416,0.0423875432525952,0.701492537313433,0.742105263157895,52143.0,0.55984555984556,0.03329175113051614,PA,16146,Regular School,High,18.8339438339438
390466302614,0.0461634435433562,0.323529411764706,0.916393442622951,50756.0,0.29041095890411,0.0536480686695279,PA,17830,Regular School,High,19.7374847374847
210279000594,0.0854503464203233,0.469123505976096,0.497109826589595,39188.0,0.176274944567627,0.019527235354573486,LA,71006,Regular School,High,20.9
181134001830,0.132781889420984,0.465024630541872,0.568773234200744,26984.0,0.579439252336449,0.024944842181097753,KY,42066,Regular School,High,18.8
470102000329,0.0268082953970663,0.624523990860624,0.612593383137673,50551.0,0.23943661971831,0.08453284480502486,TX,78636,Regular School,High,22.1794871794872
340459003039,0.169593345656192,0.472695584817971,0.258130918073281,28015.0,0.686567164179104,0.3451835553680149,NY,10463,Regular School,High,15.6105006105006
292355001371,0.102189781021898,0.61659900766802,0.799554565701559,81435.0,0.129689174705252,0.03738999785361666,NJ,08742,Regular School,High,22.7655677655678
220096000732,0.118599562363239,0.37147665124106,0.430167597765363,49353.0,0.665668662674651,0.2881050710718402,MA,02149,Regular School,High,17.8327228327228
390458202352,0.0971582181259601,0.350492532570702,0.545081967213115,43920.0,0.335689045936396,0.03786086133459536,PA,16125,Regular School,High,20.0793650793651
263447007005,0.0227434257285004,0.455665024630542,0.302872062663185,39684.0,0.201272411798728,0.0316464292505365,MO,63385,Regular School,High,22.8
482364002393,0.0615901455767077,0.604040404040404,0.885885885885886,45987.0,0.269230769230769,0.011477761836441894,WI,54624,Regular School,High,21.1
260956004452,0.0906474820143885,0.66813880126183,0.663385826771654,48583.0,0.500821018062397,0.03567720622935347,MI,48080,Regular School,High,18.4
290000401488,0.200380771061399,0.39288506645817,0.152333028362306,19518.0,0.8,0.15079485238455714,NJ,08103,Regular School,High,15.7326007326007
120105001105,0.0560240963855422,0.552650344663656,0.707395498392283,47647.0,0.634464751958224,0.1361235595390525,FL,33909,Regular School,High,18.6141636141636
340135001954,0.181403828623519,0.47165160230074,0.280898876404494,39792.0,0.908823529411765,0.3613007962480996,NY,10455,Regular School,High,15.2442002442002
370399001595,0.228472222222222,0.505134788189987,0.502702702702703,37781.0,0.601518026565465,0.09696278864538903,OH,44052,Regular School,High,20.0
481818021343,0.0631988332523092,0.76318359375,0.506008010680908,51719.0,0.219078947368421,0.1372418535524944,WA,98133,Regular School,High,23.962148962149
390448401730,0.0812690134724033,0.73469387755102,0.675619834710744,35846.0,0.191176470588235,0.03885480572597137,PA,16214,Regular School,High,22.2527472527473
340195004154,0.151830282861897,0.451900698215671,0.7003861003861,42595.0,0.993348115299335,0.34826377827333543,NY,10461,Regular School,High,16.4896214896215
,0.0530474040632054,0.702830188679245,0.656765676567657,63892.0,0.768689057421452,0.27260830123581636,TX,75228,Regular School,High,16.7338217338217
340153000201,0.206526598122485,0.315604085945756,0.24574780058651,20233.0,0.833827893175074,0.3224531944506802,NY,10451,Regular School,High,15.5372405372405
370210000928,0.00490196078431373,0.725165562913907,0.932914046121593,78750.0,0.177053824362606,0.013483364050829373,OH,45806,Regular School,High,24.0
390444401368,0.0993805548074333,0.399191631003329,0.635294117647059,61198.0,0.475431606905711,0.0431064572425829,PA,19057,Regular School,High,19.0537240537241
481218000715,0.090951932139491,0.455696202531646,0.517602283539486,37716.0,0.372687224669604,0.15471267645800657,WA,98233,Regular School,High,21.7887667887668
390491303503,0.0872576177285319,0.414654454621149,0.830339321357285,53365.0,0.27390180878553,0.018819188191881917,PA,17267,Regular School,High,20.3724053724054
360008705181,0.073706591070163,0.717940199335548,0.694820717131474,51602.0,0.318761384335155,0.15982491423163375,NC,28273,Regular School,High,21.0805860805861
220084000642,0.0812236286919831,0.696505608283003,0.683587140439932,84616.0,0.153577661431065,0.07194758784991066,MA,01516,Regular School,High,21.3003663003663
422479005287,0.0383184523809524,0.562751407884151,0.749277456647399,54081.0,0.309548793284365,0.1448186154068507,TX,78624,Regular School,High,21.959706959707
130198001594,0.0581771170006464,0.809751720011965,0.830890642615558,101031.0,0.330851063829787,0.19739031583109545,GA,30047,Regular School,High,22.6678876678877
390491803517,0.0971507037418469,0.643807987091569,0.682326621923937,43850.0,0.296103896103896,0.015450264861683343,PA,16933,Regular School,High,20.3724053724054
360012305730,0.0264123257520176,0.962573867367039,1.0,92898.0,0.292424242424242,0.06532547115273442,OH,45208,Regular School,High,22.0
292706001644,0.0920560747663551,0.581691772885284,0.756589147286822,85733.0,0.216178521617852,0.07658786910069824,NJ,08753,Regular School,High,21.4713064713065
120132001294,0.0723897911832947,0.665467625899281,0.269047619047619,34063.0,0.473355263157895,0.20522895125553914,FL,32817,Regular School,High,21.5445665445665
120138001333,0.10775613691368,0.671350968351441,0.622532894736842,46386.0,0.476788640087384,0.07386363636363637,FL,32833,Regular School,High,20.6166056166056
390447501616,0.0707196029776675,0.575619047619048,0.692216981132076,58843.0,0.178738317757009,0.03978152025489304,PA,17406,Regular School,High,21.9108669108669
292283001297,0.162458836443469,0.375634517766497,0.48559670781893,56150.0,0.340798442064265,0.12691039856158226,NJ,08068,Regular School,High,20.3968253968254
420426002362,0.0895660203139428,0.608736059479554,0.159836065573771,27242.0,0.577405857740586,0.033550197729302206,TN,37206,Regular School,High,17.7
422529006734,0.0843482183130356,0.520129569643684,0.779132791327913,62791.0,0.279252336448598,0.13002658690594882,TX,75088,Regular School,High,21.2271062271062
262250005966,0.0371167294244217,0.968356997971602,0.867624810892587,194485.0,0.113192818110851,0.07526352083538568,MO,63124,Regular School,High,25.7
482364002619,0.0361332707648991,0.638179284718997,0.796384395813511,47404.0,0.272727272727273,0.05201427842937277,WI,53809,Regular School,High,22.9
130219003351,0.0873730599731749,0.700573667272982,0.816952678107124,82269.0,0.183387270765912,0.04514495810981858,GA,30548,Regular School,High,22.8144078144078
340849001096,0.0656753407682776,0.69317540891145,0.708830548926014,46681.0,0.827896512935883,0.25695718044813015,NY,11101,Regular School,High,18.028083028083
390436600204,0.0533807829181495,0.552319309600863,0.782719836400818,66223.0,0.190987124463519,0.024687772291606156,OH,45068,Regular School,High,22.0
390440601005,0.0496853262669758,0.811620795107034,0.958885017421603,99046.0,0.134292565947242,0.05748125341411332,PA,15237,Regular School,High,23.2295482295482
180714001207,0.0527777777777778,0.546001719690456,0.658823529411765,63967.0,0.262430939226519,0.005018820577164366,IN,47995,Regular School,High,22.2625152625153
120087004169,0.0638864241348713,0.621517027863777,0.473684210526316,45375.0,0.137096774193548,0.06298526957405123,FL,33919,Regular School,High,23.0586080586081
130396000148,0.113963681903569,0.433435181143605,0.366079703429101,29509.0,0.71812865497076,0.010725552050473186,GA,31082,Regular School,High,17.1489621489621
173441003540,0.0637311703360371,0.523653395784543,0.745070422535211,50256.0,0.41025641025641,0.0,IN,47465,Regular School,High,21.1562881562882
170993001161,0.065083135391924,0.785198555956679,0.851727982162765,95208.0,0.0807291666666667,0.06408029337965644,IL,60012,Regular School,High,23.8
390437900571,0.13518273888155,0.375168086060063,0.525236593059937,38459.0,0.462346760070053,0.020424573817947895,OH,43326,Regular School,High,21.0
170993000588,0.1463133640553,0.427350427350427,0.209876543209877,25542.0,0.721266968325792,0.019315976948249398,IL,60624,Regular School,High,20.9
,0.075685903500473,0.565985130111524,0.74235807860262,54773.0,0.296187683284457,0.009461856889414548,IL,62544,Regular School,High,20.0
421145004571,0.0348892032060349,0.781777777777778,0.925,44659.0,0.270758122743682,0.30431848852901483,TX,79830,Regular School,High,19.7130647130647
422220002284,0.011358024691358,0.569336778639104,0.642023346303502,54405.0,0.413461538461538,0.14338705551291892,TX,77957,Regular School,High,21.5689865689866
120108001139,0.0214196762141968,0.847365945437441,0.80999528524281,94519.0,0.0674562306900103,0.07252862972225879,FL,32312,Regular School,High,23.4493284493284
170139500018,0.0364715860899067,0.736694677871149,0.467625899280576,43068.0,0.291891891891892,0.01034140813146338,IL,62821,Regular School,High,18.0
181236001973,0.0780051150895141,0.445299615173172,0.388149939540508,37340.0,0.689655172413793,0.02938808373590982,KY,40272,Regular School,High,15.7
,0.0949311456196894,0.739443155452436,0.877476155539252,58542.0,0.459668508287293,0.02959815104749124,TN,37343,Regular School,High,18.0
390486903353,0.0751173708920188,0.818448637316562,0.885993485342019,84750.0,0.116205533596838,0.07592964372396847,PA,19063,Regular School,High,23.9377289377289
360007806185,0.042830540037244,0.711156393275599,0.264302059496567,33324.0,0.388888888888889,0.08019092171068895,NC,27410,Regular School,High,20.3968253968254
482415002690,0.0669856459330144,0.75419776119403,0.671669793621013,39710.0,0.457960644007156,0.03325480246466111,WI,54843,Regular School,High,22.4
,0.0932343234323432,0.860606060606061,0.831189710610932,81250.0,0.388652482269504,0.10146520146520147,NC,27282,Regular School,High,20.2991452991453
370378001527,0.112489307100086,0.662562524047711,0.666666666666667,36695.0,0.364768683274021,0.029220191785778903,OH,43953,Regular School,High,21.0
390438400813,0.126839523475823,0.164912280701754,0.38038496791934,26786.0,0.892271662763466,0.31454829753964964,PA,19601,Regular School,High,14.047619047619
482145002166,0.0851906884596335,0.470636215334421,0.579207920792079,42240.0,0.384937238493724,0.010882708585247884,WI,53805,Regular School,High,22.9
481365000859,0.0568769389865564,0.853110773899848,0.757442116868798,71296.0,0.24954128440367,0.11144372220321587,WA,98026,Regular School,High,22.960927960928
263045006701,0.163086714399364,0.444017914267434,0.531353135313531,32368.0,0.527687296416938,0.019574944071588368,MO,63877,Regular School,High,18.3
,0.123846699787083,0.487753882915173,0.381568310428456,34412.0,0.828080229226361,0.3557884694377824,NY,10029,Regular School,High,15.6105006105006
173451003585,0.277481323372465,0.905797101449275,0.0,4833.0,0.146579804560261,0.02987062404870624,IN,47306,Regular School,High,27.3687423687424
180603001060,0.028234649122807,0.531056735681635,0.818844984802432,62045.0,0.104430379746835,0.012678288431061807,IN,47532,Regular School,High,21.9426129426129
470159000521,0.065668202764977,0.7330222913426649,0.711328976034858,72542.0,0.199893532073463,0.14989879096230646,TX,77379,Regular School,High,23.034188034188
370048000174,0.0962643678160919,0.542706964520368,0.345108695652174,44523.0,0.715195632393085,0.02023429179978701,OH,44137,Regular School,High,16.0
262124005847,0.0921938088829071,0.497796062297972,0.755089820359281,40885.0,0.37888198757764,0.006624605678233439,MO,65486,Regular School,High,19.7
